Input	Input_source	Output	Output_source
C17811	KEGG	CHEBI:81349	ChEBI
C11195	KEGG	CHEBI:50729	ChEBI
C17045	KEGG	CHEBI:38167	ChEBI
C08516	KEGG	CHEBI:2623	ChEBI
C15241	KEGG	CHEBI:79743	ChEBI
C15243	KEGG	CHEBI:79745	ChEBI
C15244	KEGG	CHEBI:79746	ChEBI
C15245	KEGG	CHEBI:79747	ChEBI
C15246	KEGG	CHEBI:79748	ChEBI
C15247	KEGG	CHEBI:79749	ChEBI
C17754	KEGG	CHEBI:81319	ChEBI
C03743	KEGG	CHEBI:16746	ChEBI
C03743	KEGG	CHEBI:16746	ChEBI
C10684	KEGG	CHEBI:27769	ChEBI
C12397	KEGG	CHEBI:32212	ChEBI
C12399	KEGG	CHEBI:31063	ChEBI
C12398	KEGG	CHEBI:31145	ChEBI
C12400	KEGG	CHEBI:31062	ChEBI
C09599	KEGG	CHEBI:68994	ChEBI
C15080	KEGG	CHEBI:79599	ChEBI
C08649	KEGG	CHEBI:5989	ChEBI
C08722	KEGG	CHEBI:1749	ChEBI
C08576	KEGG	CHEBI:18149	ChEBI
C16409	KEGG	CHEBI:66905	ChEBI
C08644	KEGG	CHEBI:5731	ChEBI
C08720	KEGG	CHEBI:6694	ChEBI
C14232	KEGG	CHEBI:34360	ChEBI
C14231	KEGG	CHEBI:34423	ChEBI
C10529	KEGG	CHEBI:9183	ChEBI
C15054	KEGG	CHEBI:79574	ChEBI
C15160	KEGG	CHEBI:79678	ChEBI
C15162	KEGG	CHEBI:79680	ChEBI
C10552	KEGG	CHEBI:1729	ChEBI
C10514	KEGG	CHEBI:108	ChEBI
C05812	KEGG	CHEBI:1235	ChEBI
C05802	KEGG	CHEBI:1109	ChEBI
C10462	KEGG	CHEBI:10136	ChEBI
C18736	KEGG	CHEBI:81925	ChEBI
C17671	KEGG	CHEBI:81264	ChEBI
C10585	KEGG	CHEBI:3929	ChEBI
C20216	KEGG	CHEBI:174101	ChEBI
C02453	KEGG	CHEBI:177917	ChEBI
C00468	KEGG	CHEBI:17263	ChEBI
C00468	KEGG	CHEBI:17263	ChEBI
C02537	KEGG	CHEBI:17160	ChEBI
C02537	KEGG	CHEBI:17160	ChEBI
C00951	KEGG	CHEBI:16469	ChEBI
C00951	KEGG	CHEBI:16469	ChEBI
C05301	KEGG	CHEBI:28744	ChEBI
C05301	KEGG	CHEBI:28744	ChEBI
C03935	KEGG	CHEBI:16784	ChEBI
C03935	KEGG	CHEBI:16784	ChEBI
C05302	KEGG	CHEBI:28955	ChEBI
C07534	KEGG	CHEBI:4903	ChEBI
C07619	KEGG	CHEBI:8716	ChEBI
C07618	KEGG	CHEBI:6784	ChEBI
C14209	KEGG	CHEBI:62845	ChEBI
C11438	KEGG	CHEBI:3252	ChEBI
C14582	KEGG	CHEBI:34241	ChEBI
C13620	KEGG	CHEBI:33217	ChEBI
C13621	KEGG	CHEBI:33218	ChEBI
C13623	KEGG	CHEBI:33220	ChEBI
C13624	KEGG	CHEBI:33216	ChEBI
C13626	KEGG	CHEBI:31133	ChEBI
C14350	KEGG	CHEBI:72754	ChEBI
C14136	KEGG	CHEBI:34025	ChEBI
C14225	KEGG	CHEBI:34581	ChEBI
C14294	KEGG	CHEBI:34721	ChEBI
C14339	KEGG	CHEBI:34321	ChEBI
C14528	KEGG	CHEBI:35004	ChEBI
C15206	KEGG	CHEBI:79719	ChEBI
C15211	KEGG	CHEBI:79724	ChEBI
C14298	KEGG	CHEBI:34575	ChEBI
C14216	KEGG	CHEBI:34372	ChEBI
C02496	KEGG	CHEBI:42017	ChEBI
C14302	KEGG	CHEBI:34719	ChEBI
C19022	KEGG	CHEBI:82153	ChEBI
C00870	KEGG	CHEBI:16836	ChEBI
C04274	KEGG	CHEBI:508	ChEBI
C19321	KEGG	CHEBI:82383	ChEBI
C17386	KEGG	CHEBI:81050	ChEBI
C18393	KEGG	CHEBI:81727	ChEBI
C01988	KEGG	CHEBI:16260	ChEBI
C19323	KEGG	CHEBI:82385	ChEBI
C14418	KEGG	CHEBI:34346	ChEBI
C19322	KEGG	CHEBI:82384	ChEBI
C17385	KEGG	CHEBI:81049	ChEBI
C15584	KEGG	CHEBI:15882	ChEBI
C00146	KEGG	CHEBI:15882	ChEBI
C10787	KEGG	CHEBI:955	ChEBI
C07103	KEGG	CHEBI:18400	ChEBI
C18316	KEGG	CHEBI:81667	ChEBI
C00399	KEGG	CHEBI:16389	ChEBI
C03226	KEGG	CHEBI:18238	ChEBI
C17568	KEGG	CHEBI:52971	ChEBI
C01967	KEGG	CHEBI:18160	ChEBI
C11378	KEGG	CHEBI:46245	ChEBI
C17569	KEGG	CHEBI:61683	ChEBI
C10373	KEGG	CHEBI:65842	ChEBI
C05815	KEGG	CHEBI:27688	ChEBI
C17562	KEGG	CHEBI:81185	ChEBI
C05805	KEGG	CHEBI:28753	ChEBI
C18609	KEGG	CHEBI:70721	ChEBI
C10399	KEGG	CHEBI:8779	ChEBI
C10342	KEGG	CHEBI:4778	ChEBI
C09904	KEGG	CHEBI:10447	ChEBI
C09854	KEGG	CHEBI:4632	ChEBI
C06891	KEGG	CHEBI:4077	ChEBI
C10913	KEGG	CHEBI:4033	ChEBI
C18036	KEGG	CHEBI:81465	ChEBI
C18037	KEGG	CHEBI:81466	ChEBI
C20592	KEGG	CHEBI:222613	ChEBI
C06690	KEGG	CHEBI:3349	ChEBI
C06573	KEGG	CHEBI:2682	ChEBI
C00116	KEGG	CHEBI:17754	ChEBI
C03201	KEGG	CHEBI:52595	ChEBI
C04361	KEGG	CHEBI:17473	ChEBI
C00165	KEGG	CHEBI:18035	ChEBI
C03692	KEGG	CHEBI:17615	ChEBI
C04872	KEGG	CHEBI:16599	ChEBI
C06038	KEGG	CHEBI:76256	ChEBI
C04315	KEGG	CHEBI:18063	ChEBI
C06040	KEGG	CHEBI:76264	ChEBI
C04046	KEGG	CHEBI:75799	ChEBI
C00641	KEGG	CHEBI:17815	ChEBI
C06037	KEGG	CHEBI:28396	ChEBI
C06364	KEGG	CHEBI:17670	ChEBI
C06437	KEGG	CHEBI:47777	ChEBI
C15590	KEGG	CHEBI:17408	ChEBI
C01885	KEGG	CHEBI:35759	ChEBI
C02112	KEGG	CHEBI:17389	ChEBI
C00422	KEGG	CHEBI:17855	ChEBI
C13867	KEGG	CHEBI:34041	ChEBI
C15645	KEGG	CHEBI:73322	ChEBI
C13863	KEGG	CHEBI:34227	ChEBI
C13872	KEGG	CHEBI:34606	ChEBI
C13864	KEGG	CHEBI:34111	ChEBI
C02773	KEGG	CHEBI:15850	ChEBI
C13859	KEGG	CHEBI:34115	ChEBI
C13858	KEGG	CHEBI:74001	ChEBI
C13860	KEGG	CHEBI:34116	ChEBI
C13858	KEGG	CHEBI:34117	ChEBI
C13859	KEGG	CHEBI:76061	ChEBI
C19544	KEGG	CHEBI:82547	ChEBI
C20825	KEGG	CHEBI:79332	ChEBI
C05401	KEGG	CHEBI:15754	ChEBI
C11546	KEGG	CHEBI:82766	ChEBI
C13871	KEGG	CHEBI:34042	ChEBI
C04909	KEGG	CHEBI:16295	ChEBI
C08254	KEGG	CHEBI:3767	ChEBI
C05401	KEGG	CHEBI:191711	ChEBI
C02628	KEGG	CHEBI:28248	ChEBI
C21121	KEGG	CHEBI:132143	ChEBI
C06485	KEGG	CHEBI:16715	ChEBI
C06485	KEGG	CHEBI:16715	ChEBI
C01946	KEGG	CHEBI:16869	ChEBI
C01946	KEGG	CHEBI:16869	ChEBI
C11991	KEGG	CHEBI:29614	ChEBI
C11992	KEGG	CHEBI:29613	ChEBI
C10056	KEGG	CHEBI:65480	ChEBI
C10089	KEGG	CHEBI:7638	ChEBI
C08924	KEGG	CHEBI:2897	ChEBI
C17797	KEGG	CHEBI:91024	ChEBI
C17798	KEGG	CHEBI:91026	ChEBI
C21119	KEGG	CHEBI:132468	ChEBI
C21122	KEGG	CHEBI:132144	ChEBI
C11313	KEGG	CHEBI:7752	ChEBI
C03844	KEGG	CHEBI:28548	ChEBI
C08931	KEGG	CHEBI:2994	ChEBI
C11311	KEGG	CHEBI:28285	ChEBI
C11312	KEGG	CHEBI:7751	ChEBI
C11314	KEGG	CHEBI:7753	ChEBI
C06151	KEGG	CHEBI:27374	ChEBI
C06152	KEGG	CHEBI:27987	ChEBI
C00137	KEGG	CHEBI:17268	ChEBI
C04611	KEGG	CHEBI:28071	ChEBI
C15658	KEGG	CHEBI:44230	ChEBI
C19703	KEGG	CHEBI:52285	ChEBI
C17577	KEGG	CHEBI:81197	ChEBI
C01235	KEGG	CHEBI:17505	ChEBI
C01235	KEGG	CHEBI:17505	ChEBI
C03659	KEGG	CHEBI:18427	ChEBI
C03660	KEGG	CHEBI:28310	ChEBI
C06352	KEGG	CHEBI:18266	ChEBI
C03365	KEGG	CHEBI:15975	ChEBI
C06353	KEGG	CHEBI:28762	ChEBI
C06153	KEGG	CHEBI:10642	ChEBI
C01214	KEGG	CHEBI:16181	ChEBI
C04280	KEGG	CHEBI:17110	ChEBI
C04280	KEGG	CHEBI:17110	ChEBI
C04673	KEGG	CHEBI:17845	ChEBI
C04673	KEGG	CHEBI:17845	ChEBI
C01298	KEGG	CHEBI:17156	ChEBI
C01854	KEGG	CHEBI:27955	ChEBI
C02627	KEGG	CHEBI:28295	ChEBI
C01555	KEGG	CHEBI:2790	ChEBI
C18000	KEGG	CHEBI:177756	ChEBI
C21252	KEGG	CHEBI:182400	ChEBI
C21260	KEGG	CHEBI:182964	ChEBI
C21251	KEGG	CHEBI:190254	ChEBI
C21261	KEGG	CHEBI:190268	ChEBI
C21262	KEGG	CHEBI:190275	ChEBI
C21263	KEGG	CHEBI:190279	ChEBI
C17582	KEGG	CHEBI:65018	ChEBI
C07657	KEGG	CHEBI:7528	ChEBI
C00832	KEGG	CHEBI:7934	ChEBI
C17707	KEGG	CHEBI:71961	ChEBI
C18003	KEGG	CHEBI:71962	ChEBI
C00691	KEGG	CHEBI:17811	ChEBI
C00691	KEGG	CHEBI:17811	ChEBI
C00837	KEGG	CHEBI:27405	ChEBI
C00413	KEGG	CHEBI:17076	ChEBI
C17571	KEGG	CHEBI:24750	ChEBI
C17209	KEGG	CHEBI:64796	ChEBI
C17580	KEGG	CHEBI:65046	ChEBI
C00505	KEGG	CHEBI:17833	ChEBI
C03524	KEGG	CHEBI:28147	ChEBI
C01917	KEGG	CHEBI:28418	ChEBI
C01918	KEGG	CHEBI:28417	ChEBI
C07656	KEGG	CHEBI:27412	ChEBI
C00908	KEGG	CHEBI:27784	ChEBI
C02033	KEGG	CHEBI:28292	ChEBI
C02857	KEGG	CHEBI:28500	ChEBI
C03154	KEGG	CHEBI:18142	ChEBI
C01822	KEGG	CHEBI:17630	ChEBI
C00304	KEGG	CHEBI:6104	ChEBI
C01823	KEGG	CHEBI:28185	ChEBI
C17999	KEGG	CHEBI:73078	ChEBI
C00825	KEGG	CHEBI:28098	ChEBI
C00397	KEGG	CHEBI:28864	ChEBI
C01023	KEGG	CHEBI:38291	ChEBI
C00494	KEGG	CHEBI:9169	ChEBI
C01925	KEGG	CHEBI:16976	ChEBI
C00384	KEGG	CHEBI:7507	ChEBI
C17589	KEGG	CHEBI:65098	ChEBI
C01559	KEGG	CHEBI:65109	ChEBI
C18005	KEGG	CHEBI:65108	ChEBI
C17586	KEGG	CHEBI:65110	ChEBI
C17585	KEGG	CHEBI:65112	ChEBI
C01759	KEGG	CHEBI:45257	ChEBI
C17968	KEGG	CHEBI:81419	ChEBI
C17974	KEGG	CHEBI:86409	ChEBI
C08258	KEGG	CHEBI:27371	ChEBI
C08259	KEGG	CHEBI:37600	ChEBI
C01688	KEGG	CHEBI:4454	ChEBI
C17574	KEGG	CHEBI:81194	ChEBI
C17575	KEGG	CHEBI:81195	ChEBI
C17576	KEGG	CHEBI:81196	ChEBI
C17578	KEGG	CHEBI:81198	ChEBI
C17967	KEGG	CHEBI:81418	ChEBI
C17973	KEGG	CHEBI:81424	ChEBI
C02856	KEGG	CHEBI:144407	ChEBI
C21268	KEGG	CHEBI:172916	ChEBI
C21247	KEGG	CHEBI:176917	ChEBI
C21255	KEGG	CHEBI:176943	ChEBI
C21258	KEGG	CHEBI:176944	ChEBI
C21256	KEGG	CHEBI:182959	ChEBI
C21267	KEGG	CHEBI:190267	ChEBI
C02725	KEGG	CHEBI:190269	ChEBI
C21265	KEGG	CHEBI:190280	ChEBI
C21259	KEGG	CHEBI:190395	ChEBI
C21266	KEGG	CHEBI:190728	ChEBI
C21270	KEGG	CHEBI:201571	ChEBI
C19702	KEGG	CHEBI:223492	ChEBI
C08257	KEGG	CHEBI:111	ChEBI
C17572	KEGG	CHEBI:81192	ChEBI
C20251	KEGG	CHEBI:195865	ChEBI
C00717	KEGG	CHEBI:17522	ChEBI
C00503	KEGG	CHEBI:48299	ChEBI
C16884	KEGG	CHEBI:48300	ChEBI
C00503	KEGG	CHEBI:17113	ChEBI
C01569	KEGG	CHEBI:17702	ChEBI
C08255	KEGG	CHEBI:8029	ChEBI
C08260	KEGG	CHEBI:10017	ChEBI
C08468	KEGG	CHEBI:2431	ChEBI
C01697	KEGG	CHEBI:16813	ChEBI
C01697	KEGG	CHEBI:16813	ChEBI
C01489	KEGG	CHEBI:17459	ChEBI
C01507	KEGG	CHEBI:18202	ChEBI
C00392	KEGG	CHEBI:16899	ChEBI
C16538	KEGG	CHEBI:49182	ChEBI
C00794	KEGG	CHEBI:17924	ChEBI
C07326	KEGG	CHEBI:16070	ChEBI
C07326	KEGG	CHEBI:16070	ChEBI
C01722	KEGG	CHEBI:28789	ChEBI
C05399	KEGG	CHEBI:27527	ChEBI
C00379	KEGG	CHEBI:17151	ChEBI
C01904	KEGG	CHEBI:18333	ChEBI
C00532	KEGG	CHEBI:18403	ChEBI
C00532	KEGG	CHEBI:18403	ChEBI
C00474	KEGG	CHEBI:15963	ChEBI
C04332	KEGG	CHEBI:17601	ChEBI
C04332	KEGG	CHEBI:17601	ChEBI
C05995	KEGG	CHEBI:27581	ChEBI
C10558	KEGG	CHEBI:543841	ChEBI
C02497	KEGG	CHEBI:16413	ChEBI
C06599	KEGG	CHEBI:28975	ChEBI
C04592	KEGG	CHEBI:15565	ChEBI
C04592	KEGG	CHEBI:15565	ChEBI
C12622	KEGG	CHEBI:61462	ChEBI
C18238	KEGG	CHEBI:23310	ChEBI
C11456	KEGG	CHEBI:10471	ChEBI
C16483	KEGG	CHEBI:80525	ChEBI
C16484	KEGG	CHEBI:80526	ChEBI
C15588	KEGG	CHEBI:30742	ChEBI
C01380	KEGG	CHEBI:30742	ChEBI
C16015	KEGG	CHEBI:50014	ChEBI
C03739	KEGG	CHEBI:16931	ChEBI
C03739	KEGG	CHEBI:16931	ChEBI
C12313	KEGG	CHEBI:32329	ChEBI
C04433	KEGG	CHEBI:15662	ChEBI
C01506	KEGG	CHEBI:27636	ChEBI
C00583	KEGG	CHEBI:16997	ChEBI
C02912	KEGG	CHEBI:28972	ChEBI
C02917	KEGG	CHEBI:29002	ChEBI
C07928	KEGG	CHEBI:3642	ChEBI
C14218	KEGG	CHEBI:44630	ChEBI
C14273	KEGG	CHEBI:34056	ChEBI
C18676	KEGG	CHEBI:18721	ChEBI
C07819	KEGG	CHEBI:4728	ChEBI
C04597	KEGG	CHEBI:27670	ChEBI
C02457	KEGG	CHEBI:16109	ChEBI
C07417	KEGG	CHEBI:7956	ChEBI
C07084	KEGG	CHEBI:51007	ChEBI
C07084	KEGG	CHEBI:28980	ChEBI
C08618	KEGG	CHEBI:3086	ChEBI
C20045	KEGG	CHEBI:72765	ChEBI
C12000	KEGG	CHEBI:29700	ChEBI
C12001	KEGG	CHEBI:29491	ChEBI
C06727	KEGG	CHEBI:16843	ChEBI
C00272	KEGG	CHEBI:15372	ChEBI
C00272	KEGG	CHEBI:15372	ChEBI
C00272	KEGG	CHEBI:59560	ChEBI
C02852	KEGG	CHEBI:7268	ChEBI
C04394	KEGG	CHEBI:8006	ChEBI
C04819	KEGG	CHEBI:10393	ChEBI
C09715	KEGG	CHEBI:8870	ChEBI
C09817	KEGG	CHEBI:3060	ChEBI
C11446	KEGG	CHEBI:1826	ChEBI
C11462	KEGG	CHEBI:1531	ChEBI
C11947	KEGG	CHEBI:29478	ChEBI
C12008	KEGG	CHEBI:29670	ChEBI
C12035	KEGG	CHEBI:29555	ChEBI
C12036	KEGG	CHEBI:29554	ChEBI
C12053	KEGG	CHEBI:29657	ChEBI
C14116	KEGG	CHEBI:34884	ChEBI
C14117	KEGG	CHEBI:34885	ChEBI
C14118	KEGG	CHEBI:34882	ChEBI
C14119	KEGG	CHEBI:34886	ChEBI
C14144	KEGG	CHEBI:34453	ChEBI
C14145	KEGG	CHEBI:34002	ChEBI
C15925	KEGG	CHEBI:80182	ChEBI
C16329	KEGG	CHEBI:80450	ChEBI
C16333	KEGG	CHEBI:80454	ChEBI
C16337	KEGG	CHEBI:80458	ChEBI
C16388	KEGG	CHEBI:80482	ChEBI
C16469	KEGG	CHEBI:80512	ChEBI
C17343	KEGG	CHEBI:81017	ChEBI
C18026	KEGG	CHEBI:81456	ChEBI
C18834	KEGG	CHEBI:81995	ChEBI
C01709	KEGG	CHEBI:28230	ChEBI
C09755	KEGG	CHEBI:28775	ChEBI
C17393	KEGG	CHEBI:81056	ChEBI
C16422	KEGG	CHEBI:59015	ChEBI
C09806	KEGG	CHEBI:59016	ChEBI
C09614	KEGG	CHEBI:27725	ChEBI
C09616	KEGG	CHEBI:3244	ChEBI
C00509	KEGG	CHEBI:17846	ChEBI
C09099	KEGG	CHEBI:28327	ChEBI
C09793	KEGG	CHEBI:28705	ChEBI
C09789	KEGG	CHEBI:28819	ChEBI
C09833	KEGG	CHEBI:28927	ChEBI
C17391	KEGG	CHEBI:81054	ChEBI
C18023	KEGG	CHEBI:50207	ChEBI
C18024	KEGG	CHEBI:50208	ChEBI
C18053	KEGG	CHEBI:50209	ChEBI
C05334	KEGG	CHEBI:27552	ChEBI
C09830	KEGG	CHEBI:66773	ChEBI
C16492	KEGG	CHEBI:80529	ChEBI
C16940	KEGG	CHEBI:80809	ChEBI
C17675	KEGG	CHEBI:81267	ChEBI
C09724	KEGG	CHEBI:2156	ChEBI
C09732	KEGG	CHEBI:28709	ChEBI
C17446	KEGG	CHEBI:66150	ChEBI
C09756	KEGG	CHEBI:74960	ChEBI
C16232	KEGG	CHEBI:78026	ChEBI
C09805	KEGG	CHEBI:7502	ChEBI
C17444	KEGG	CHEBI:81093	ChEBI
C05631	KEGG	CHEBI:28412	ChEBI
C17531	KEGG	CHEBI:81163	ChEBI
C05911	KEGG	CHEBI:48026	ChEBI
C14290	KEGG	CHEBI:34483	ChEBI
C04007	KEGG	CHEBI:27590	ChEBI
C15579	KEGG	CHEBI:79985	ChEBI
C14221	KEGG	CHEBI:34471	ChEBI
C14241	KEGG	CHEBI:34361	ChEBI
C15204	KEGG	CHEBI:48022	ChEBI
C14940	KEGG	CHEBI:79465	ChEBI
C15019	KEGG	CHEBI:79542	ChEBI
C14997	KEGG	CHEBI:79520	ChEBI
C16419	KEGG	CHEBI:80491	ChEBI
C09828	KEGG	CHEBI:8222	ChEBI
C09827	KEGG	CHEBI:28157	ChEBI
C09752	KEGG	CHEBI:5368	ChEBI
C14969	KEGG	CHEBI:79493	ChEBI
C10039	KEGG	CHEBI:4631	ChEBI
C10457	KEGG	CHEBI:5754	ChEBI
C08719	KEGG	CHEBI:9199	ChEBI
C09939	KEGG	CHEBI:9292	ChEBI
C15570	KEGG	CHEBI:48039	ChEBI
C16418	KEGG	CHEBI:80490	ChEBI
C09751	KEGG	CHEBI:174578	ChEBI
C12124	KEGG	CHEBI:74812	ChEBI
C12122	KEGG	CHEBI:29620	ChEBI
C09735	KEGG	CHEBI:5066	ChEBI
C09320	KEGG	CHEBI:2507	ChEBI
C09646	KEGG	CHEBI:2244	ChEBI
C09970	KEGG	CHEBI:9443	ChEBI
C09478	KEGG	CHEBI:2929	ChEBI
C09505	KEGG	CHEBI:3185	ChEBI
C09636	KEGG	CHEBI:4536	ChEBI
C21379	KEGG	CHEBI:182419	ChEBI
C21380	KEGG	CHEBI:182420	ChEBI
C10037	KEGG	CHEBI:196244	ChEBI
C02345	KEGG	CHEBI:15605	ChEBI
C02345	KEGG	CHEBI:15605	ChEBI
C17590	KEGG	CHEBI:23053	ChEBI
C06562	KEGG	CHEBI:15600	ChEBI
C09617	KEGG	CHEBI:28117	ChEBI
C12128	KEGG	CHEBI:31028	ChEBI
C14079	KEGG	CHEBI:33992	ChEBI
C10217	KEGG	CHEBI:3702	ChEBI
C17772	KEGG	CHEBI:81325	ChEBI
C17773	KEGG	CHEBI:81326	ChEBI
C17774	KEGG	CHEBI:81327	ChEBI
C17775	KEGG	CHEBI:81328	ChEBI
C17776	KEGG	CHEBI:81329	ChEBI
C17777	KEGG	CHEBI:81330	ChEBI
C01470	KEGG	CHEBI:15335	ChEBI
C01470	KEGG	CHEBI:15335	ChEBI
C04444	KEGG	CHEBI:27825	ChEBI
C04858	KEGG	CHEBI:15932	ChEBI
C04858	KEGG	CHEBI:15932	ChEBI
C19807	KEGG	CHEBI:543745	ChEBI
C10197	KEGG	CHEBI:10043	ChEBI
C10040	KEGG	CHEBI:4932	ChEBI
C12629	KEGG	CHEBI:31143	ChEBI
C04608	KEGG	CHEBI:16778	ChEBI
C12627	KEGG	CHEBI:31227	ChEBI
C12123	KEGG	CHEBI:29503	ChEBI
C10028	KEGG	CHEBI:75095	ChEBI
C11573	KEGG	CHEBI:2155	ChEBI
C11324	KEGG	CHEBI:2161	ChEBI
C11574	KEGG	CHEBI:2185	ChEBI
C11575	KEGG	CHEBI:2321	ChEBI
C11325	KEGG	CHEBI:2305	ChEBI
C10029	KEGG	CHEBI:3684	ChEBI
C08064	KEGG	CHEBI:75439	ChEBI
C10046	KEGG	CHEBI:75718	ChEBI
C10117	KEGG	CHEBI:70007	ChEBI
C14476	KEGG	CHEBI:35047	ChEBI
C14344	KEGG	CHEBI:34359	ChEBI
C11578	KEGG	CHEBI:2304	ChEBI
C10121	KEGG	CHEBI:8410	ChEBI
C11577	KEGG	CHEBI:1602	ChEBI
C17784	KEGG	CHEBI:81336	ChEBI
C15100	KEGG	CHEBI:79619	ChEBI
C10189	KEGG	CHEBI:9395	ChEBI
C17834	KEGG	CHEBI:81360	ChEBI
C17785	KEGG	CHEBI:81337	ChEBI
C11579	KEGG	CHEBI:2302	ChEBI
C10027	KEGG	CHEBI:3613	ChEBI
C10030	KEGG	CHEBI:3689	ChEBI
C10032	KEGG	CHEBI:3718	ChEBI
C10047	KEGG	CHEBI:5326	ChEBI
C10183	KEGG	CHEBI:9061	ChEBI
C10180	KEGG	CHEBI:9024	ChEBI
C10178	KEGG	CHEBI:8878	ChEBI
C10111	KEGG	CHEBI:7545	ChEBI
C10110	KEGG	CHEBI:7513	ChEBI
C04109	KEGG	CHEBI:16400	ChEBI
C10050	KEGG	CHEBI:28086	ChEBI
C04527	KEGG	CHEBI:28018	ChEBI
C04527	KEGG	CHEBI:28018	ChEBI
C10051	KEGG	CHEBI:5525	ChEBI
C10107	KEGG	CHEBI:18152	ChEBI
C12633	KEGG	CHEBI:31763	ChEBI
C11620	KEGG	CHEBI:18215	ChEBI
C10108	KEGG	CHEBI:70082	ChEBI
C10122	KEGG	CHEBI:8695	ChEBI
C04581	KEGG	CHEBI:27767	ChEBI
C04581	KEGG	CHEBI:27767	ChEBI
C04552	KEGG	CHEBI:18016	ChEBI
C04552	KEGG	CHEBI:18016	ChEBI
C10118	KEGG	CHEBI:75164	ChEBI
C10021	KEGG	CHEBI:2941	ChEBI
C10031	KEGG	CHEBI:3690	ChEBI
C00389	KEGG	CHEBI:16243	ChEBI
C04443	KEGG	CHEBI:16860	ChEBI
C01265	KEGG	CHEBI:18010	ChEBI
C10084	KEGG	CHEBI:6052	ChEBI
C10188	KEGG	CHEBI:67492	ChEBI
C10176	KEGG	CHEBI:74992	ChEBI
C10120	KEGG	CHEBI:8224	ChEBI
C10194	KEGG	CHEBI:9941	ChEBI
C05623	KEGG	CHEBI:28299	ChEBI
C12639	KEGG	CHEBI:28529	ChEBI
C05625	KEGG	CHEBI:28527	ChEBI
C05623	KEGG	CHEBI:68352	ChEBI
C12637	KEGG	CHEBI:32081	ChEBI
C12668	KEGG	CHEBI:32083	ChEBI
C10073	KEGG	CHEBI:67486	ChEBI
C01750	KEGG	CHEBI:17558	ChEBI
C22608	KEGG	CHEBI:65460	ChEBI
C10022	KEGG	CHEBI:2945	ChEBI
C17563	KEGG	CHEBI:81186	ChEBI
C10072	KEGG	CHEBI:2197	ChEBI
C10078	KEGG	CHEBI:5837	ChEBI
C02806	KEGG	CHEBI:27673	ChEBI
C10192	KEGG	CHEBI:507499	ChEBI
C10193	KEGG	CHEBI:59979	ChEBI
C10105	KEGG	CHEBI:75092	ChEBI
C15031	KEGG	CHEBI:79553	ChEBI
C10079	KEGG	CHEBI:6006	ChEBI
C10177	KEGG	CHEBI:8876	ChEBI
C10119	KEGG	CHEBI:7947	ChEBI
C10184	KEGG	CHEBI:9062	ChEBI
C10058	KEGG	CHEBI:75902	ChEBI
C14472	KEGG	CHEBI:34357	ChEBI
C14985	KEGG	CHEBI:79509	ChEBI
C17056	KEGG	CHEBI:80895	ChEBI
C01821	KEGG	CHEBI:17965	ChEBI
C03870	KEGG	CHEBI:28596	ChEBI
C10187	KEGG	CHEBI:9369	ChEBI
C10102	KEGG	CHEBI:6553	ChEBI
C10114	KEGG	CHEBI:7781	ChEBI
C10097	KEGG	CHEBI:6059	ChEBI
C10036	KEGG	CHEBI:75107	ChEBI
C10026	KEGG	CHEBI:3421	ChEBI
C12667	KEGG	CHEBI:32082	ChEBI
C17788	KEGG	CHEBI:81340	ChEBI
C10042	KEGG	CHEBI:5065	ChEBI
C10185	KEGG	CHEBI:9131	ChEBI
C10109	KEGG	CHEBI:7500	ChEBI
C05903	KEGG	CHEBI:28499	ChEBI
C10098	KEGG	CHEBI:6099	ChEBI
C11580	KEGG	CHEBI:2301	ChEBI
C12626	KEGG	CHEBI:31742	ChEBI
C12249	KEGG	CHEBI:30200	ChEBI
C12635	KEGG	CHEBI:31744	ChEBI
C16911	KEGG	CHEBI:80790	ChEBI
C16490	KEGG	CHEBI:80528	ChEBI
C17059	KEGG	CHEBI:80897	ChEBI
C17600	KEGG	CHEBI:81208	ChEBI
C01514	KEGG	CHEBI:15864	ChEBI
C03951	KEGG	CHEBI:27994	ChEBI
C04293	KEGG	CHEBI:16514	ChEBI
C05990	KEGG	CHEBI:18200	ChEBI
C10038	KEGG	CHEBI:4630	ChEBI
C12630	KEGG	CHEBI:31788	ChEBI
C10104	KEGG	CHEBI:28314	ChEBI
C10041	KEGG	CHEBI:42567	ChEBI
C01477	KEGG	CHEBI:18388	ChEBI
C01460	KEGG	CHEBI:16954	ChEBI
C04024	KEGG	CHEBI:16631	ChEBI
C12628	KEGG	CHEBI:32298	ChEBI
C01714	KEGG	CHEBI:18330	ChEBI
C04199	KEGG	CHEBI:17379	ChEBI
C04199	KEGG	CHEBI:75432	ChEBI
C16491	KEGG	CHEBI:75435	ChEBI
C10195	KEGG	CHEBI:69814	ChEBI
C10057	KEGG	CHEBI:5721	ChEBI
C10181	KEGG	CHEBI:9047	ChEBI
C05902	KEGG	CHEBI:1579	ChEBI
C10019	KEGG	CHEBI:2769	ChEBI
C10044	KEGG	CHEBI:5262	ChEBI
C11581	KEGG	CHEBI:2303	ChEBI
C11576	KEGG	CHEBI:2160	ChEBI
C10049	KEGG	CHEBI:5380	ChEBI
C10045	KEGG	CHEBI:5263	ChEBI
C10023	KEGG	CHEBI:2979	ChEBI
C10024	KEGG	CHEBI:2980	ChEBI
